# test name,category,real vulnerability,CWE
# Rust SAST Benchmark v0.4.0
# 491 test cases (243 TP, 248 TN), 20 categories, 4 frameworks (actix-web, axum, rocket, warp)
testcodeInputval008,inputval,false,20
testcodeInputval009,inputval,false,20
testcodeRedos001,redos,true,1333
testcodeRedos002,redos,true,1333
testcodeRedos003,redos,true,1333
testcodeRedos004,redos,false,1333
testcodeRedos005,redos,false,1333
testcodeRedos006,redos,true,1333
testcodeRedos007,redos,false,1333
testcodeRedos008,redos,false,1333
# M5 Batch 2: deser + intoverflow + weakrand (29)
testcodeDeser001,deser,true,502
testcodeDeser002,deser,true,502
testcodeDeser003,deser,true,502
testcodeDeser004,deser,false,502
testcodeDeser005,deser,false,502
testcodeDeser006,deser,false,502
testcodeDeser007,deser,false,502
testcodeDeser008,deser,true,502
testcodeDeser009,deser,false,502
testcodeIntoverflow001,intoverflow,true,190
testcodeIntoverflow002,intoverflow,true,190
testcodeIntoverflow003,intoverflow,true,190
testcodeIntoverflow004,intoverflow,false,190
testcodeIntoverflow005,intoverflow,false,190
testcodeIntoverflow006,intoverflow,false,190
testcodeIntoverflow007,intoverflow,false,190
testcodeIntoverflow008,intoverflow,false,190
testcodeIntoverflow009,intoverflow,false,190
testcodeWeakrand001,weakrand,true,330
testcodeWeakrand002,weakrand,true,330
testcodeWeakrand003,weakrand,true,330
testcodeWeakrand004,weakrand,true,330
testcodeWeakrand005,weakrand,false,330
testcodeWeakrand006,weakrand,false,330
testcodeWeakrand007,weakrand,false,330
testcodeWeakrand008,weakrand,false,330
testcodeWeakrand009,weakrand,false,330
testcodeWeakrand010,weakrand,false,330
testcodeWeakrand011,weakrand,false,330
# M5 Batch 3: crypto + xss (19)
testcodeCrypto003,crypto,true,327
testcodeCrypto004,crypto,true,327
testcodeCrypto005,crypto,true,327
testcodeCrypto006,crypto,false,327
testcodeCrypto007,crypto,false,327
testcodeCrypto008,crypto,false,327
testcodeCrypto009,crypto,false,327
testcodeCrypto010,crypto,false,327
testcodeCrypto011,crypto,false,327
testcodeXss003,xss,true,79
testcodeXss004,xss,true,79
testcodeXss005,xss,false,79
testcodeXss006,xss,false,79
testcodeXss007,xss,false,79
testcodeXss008,xss,false,79
testcodeXss009,xss,false,79
testcodeXss010,xss,false,79
testcodeXss011,xss,false,79
testcodeXss012,xss,false,79
# Phase 3: XSS rebalance — 6 new TPs (31/69 -> 50/50)
testcodeXss013,xss,true,79
testcodeXss014,xss,true,79
testcodeXss015,xss,true,79
testcodeXss016,xss,true,79
testcodeXss017,xss,true,79
testcodeXss018,xss,true,79
# M5 Batch 4: cmdi + pathtraver (26)
testcodeCmdi003,cmdi,true,78
testcodeCmdi004,cmdi,true,78
testcodeCmdi005,cmdi,false,78
testcodeCmdi006,cmdi,false,78
testcodeCmdi007,cmdi,false,78
testcodeCmdi008,cmdi,false,78
testcodeCmdi009,cmdi,false,78
testcodeCmdi010,cmdi,false,78
testcodeCmdi011,cmdi,false,78
testcodeCmdi012,cmdi,false,78
testcodeCmdi013,cmdi,false,78
testcodeCmdi014,cmdi,false,78
testcodePathtraver003,pathtraver,true,22
testcodePathtraver004,pathtraver,true,22
testcodePathtraver005,pathtraver,false,22
testcodePathtraver006,pathtraver,false,22
testcodePathtraver007,pathtraver,false,22
testcodePathtraver008,pathtraver,false,22
testcodePathtraver009,pathtraver,false,22
testcodePathtraver010,pathtraver,false,22
testcodePathtraver011,pathtraver,false,22
testcodePathtraver012,pathtraver,false,22
testcodePathtraver013,pathtraver,false,22
testcodePathtraver014,pathtraver,false,22
testcodePathtraver015,pathtraver,false,22
testcodePathtraver016,pathtraver,false,22
# M5 Batch 5: sqli + ssrf + memsafety (31)
testcodeSqli003,sqli,true,89
testcodeSqli004,sqli,true,89
testcodeSqli005,sqli,false,89
testcodeSqli006,sqli,false,89
testcodeSqli007,sqli,false,89
testcodeSqli008,sqli,false,89
testcodeSqli009,sqli,false,89
testcodeSqli010,sqli,false,89
testcodeSqli011,sqli,false,89
testcodeSqli012,sqli,false,89
testcodeSqli013,sqli,false,89
testcodeSqli014,sqli,false,89
testcodeSsrf001,ssrf,true,918
testcodeSsrf002,ssrf,true,918
testcodeSsrf003,ssrf,false,918
testcodeSsrf004,ssrf,false,918
testcodeSsrf005,ssrf,false,918
testcodeSsrf006,ssrf,false,918
testcodeSsrf007,ssrf,false,918
testcodeSsrf008,ssrf,false,918
testcodeSsrf009,ssrf,false,918
testcodeSsrf010,ssrf,false,918
testcodeMemsafety001,memsafety,true,119
testcodeMemsafety002,memsafety,false,119
testcodeMemsafety003,memsafety,false,119
testcodeMemsafety004,memsafety,false,119
testcodeMemsafety005,memsafety,false,119
testcodeMemsafety006,memsafety,false,119
testcodeMemsafety007,memsafety,false,119
testcodeMemsafety008,memsafety,false,119
testcodeMemsafety009,memsafety,false,119
# v0.4.0 Phase B: Expand existing categories to 12/12 minimum
testcodeSsrf011,ssrf,true,918
testcodeSsrf012,ssrf,true,918
testcodeSsrf013,ssrf,true,918
testcodeXss019,xss,true,79
testcodeXss020,xss,false,79
testcodeMemsafety010,memsafety,true,119
testcodeMemsafety011,memsafety,true,119
testcodeMemsafety012,memsafety,true,119
testcodeMemsafety013,memsafety,true,119
testcodeCrypto012,crypto,true,327
testcodeCrypto013,crypto,true,327
testcodeCrypto014,crypto,true,327
testcodeCrypto015,crypto,false,327
testcodeWeakrand012,weakrand,true,330
testcodeWeakrand013,weakrand,true,330
testcodeWeakrand014,weakrand,true,330
testcodeWeakrand015,weakrand,true,330
testcodeWeakrand016,weakrand,true,330
testcodeWeakrand017,weakrand,false,330
testcodeWeakrand018,weakrand,false,330
testcodeWeakrand019,weakrand,false,330
testcodeInfodisclosure012,infodisclosure,true,209
testcodeInfodisclosure013,infodisclosure,true,209
testcodeInfodisclosure014,infodisclosure,true,200
testcodeInfodisclosure015,infodisclosure,true,209
testcodeInfodisclosure016,infodisclosure,true,200
testcodeInfodisclosure017,infodisclosure,true,200
testcodeInfodisclosure018,infodisclosure,false,209
testcodeInfodisclosure019,infodisclosure,false,209
testcodeInfodisclosure020,infodisclosure,false,200
testcodeInfodisclosure021,infodisclosure,false,200
testcodeDeser010,deser,true,502
testcodeDeser011,deser,true,502
testcodeDeser012,deser,true,502
testcodeDeser013,deser,true,502
testcodeDeser014,deser,true,502
testcodeDeser015,deser,true,502
testcodeDeser016,deser,false,502
testcodeDeser017,deser,false,502
testcodeDeser018,deser,false,502
testcodeDeser019,deser,false,502
testcodeDeser020,deser,false,502
testcodeDeser021,deser,false,502
testcodeIntoverflow010,intoverflow,true,190
testcodeIntoverflow011,intoverflow,true,190
testcodeIntoverflow012,intoverflow,true,190
testcodeIntoverflow013,intoverflow,true,190
testcodeIntoverflow014,intoverflow,true,190
testcodeIntoverflow015,intoverflow,true,190
testcodeIntoverflow016,intoverflow,true,190
testcodeIntoverflow017,intoverflow,false,190
testcodeIntoverflow018,intoverflow,false,190
testcodeIntoverflow019,intoverflow,false,190
testcodeIntoverflow020,intoverflow,false,190
testcodeIntoverflow021,intoverflow,false,190
testcodeRedos009,redos,true,1333
testcodeRedos010,redos,true,1333
testcodeRedos011,redos,true,1333
testcodeRedos012,redos,true,1333
testcodeRedos013,redos,true,1333
testcodeRedos014,redos,true,1333
testcodeRedos015,redos,true,1333
testcodeRedos016,redos,false,1333
testcodeRedos017,redos,false,1333
testcodeRedos018,redos,false,1333
testcodeRedos019,redos,false,1333
testcodeRedos020,redos,false,1333
testcodeRedos021,redos,false,1333
testcodeRedos022,redos,false,1333
testcodeInputval010,inputval,true,20
testcodeInputval011,inputval,true,20
testcodeInputval012,inputval,true,20
testcodeInputval013,inputval,true,20
testcodeInputval014,inputval,true,20
testcodeInputval015,inputval,true,20
testcodeInputval016,inputval,true,20
testcodeInputval017,inputval,true,20
testcodeInputval018,inputval,false,20
testcodeInputval019,inputval,false,20
testcodeInputval020,inputval,false,20
testcodeInputval021,inputval,false,20
testcodeInputval022,inputval,false,20
testcodeInputval023,inputval,false,20
# v0.4.0 Phase C: 7 new CWE categories
testcodeHardcodedcreds001,hardcodedcreds,true,798
testcodeHardcodedcreds002,hardcodedcreds,true,798
testcodeHardcodedcreds003,hardcodedcreds,true,798
testcodeHardcodedcreds004,hardcodedcreds,true,798
testcodeHardcodedcreds005,hardcodedcreds,true,798
testcodeHardcodedcreds006,hardcodedcreds,true,798
testcodeHardcodedcreds007,hardcodedcreds,true,798
testcodeHardcodedcreds008,hardcodedcreds,true,798
testcodeHardcodedcreds009,hardcodedcreds,true,798
testcodeHardcodedcreds010,hardcodedcreds,true,798
testcodeHardcodedcreds011,hardcodedcreds,false,798
testcodeHardcodedcreds012,hardcodedcreds,false,798
testcodeHardcodedcreds013,hardcodedcreds,false,798
testcodeHardcodedcreds014,hardcodedcreds,false,798
testcodeHardcodedcreds015,hardcodedcreds,false,798
testcodeHardcodedcreds016,hardcodedcreds,false,798
testcodeHardcodedcreds017,hardcodedcreds,false,798
testcodeHardcodedcreds018,hardcodedcreds,false,798
testcodeHardcodedcreds019,hardcodedcreds,false,798
testcodeHardcodedcreds020,hardcodedcreds,false,798
testcodeRaceCondition001,race_condition,true,362
testcodeRaceCondition002,race_condition,true,362
testcodeRaceCondition003,race_condition,true,362
testcodeRaceCondition004,race_condition,true,362
testcodeRaceCondition005,race_condition,true,362
testcodeRaceCondition006,race_condition,true,362
testcodeRaceCondition007,race_condition,true,362
testcodeRaceCondition008,race_condition,true,362
testcodeRaceCondition009,race_condition,true,362
testcodeRaceCondition010,race_condition,true,362
testcodeRaceCondition011,race_condition,false,362
testcodeRaceCondition012,race_condition,false,362
testcodeRaceCondition013,race_condition,false,362
testcodeRaceCondition014,race_condition,false,362
testcodeRaceCondition015,race_condition,false,362
testcodeRaceCondition016,race_condition,false,362
testcodeRaceCondition017,race_condition,false,362
testcodeRaceCondition018,race_condition,false,362
testcodeRaceCondition019,race_condition,false,362
testcodeRaceCondition020,race_condition,false,362
testcodeLoginjection001,loginjection,true,117
testcodeLoginjection002,loginjection,true,117
testcodeLoginjection003,loginjection,true,117
testcodeLoginjection004,loginjection,true,117
testcodeLoginjection005,loginjection,true,117
testcodeLoginjection006,loginjection,true,117
testcodeLoginjection007,loginjection,true,117
testcodeLoginjection008,loginjection,true,117
testcodeLoginjection009,loginjection,true,117
testcodeLoginjection010,loginjection,true,117
testcodeLoginjection011,loginjection,false,117
testcodeLoginjection012,loginjection,false,117
testcodeLoginjection013,loginjection,false,117
testcodeLoginjection014,loginjection,false,117
testcodeLoginjection015,loginjection,false,117
testcodeLoginjection016,loginjection,false,117
testcodeLoginjection017,loginjection,false,117
testcodeLoginjection018,loginjection,false,117
testcodeLoginjection019,loginjection,false,117
testcodeLoginjection020,loginjection,false,117
testcodeSecurecookie001,securecookie,true,614
testcodeSecurecookie002,securecookie,true,614
testcodeSecurecookie003,securecookie,true,614
testcodeSecurecookie004,securecookie,true,614
testcodeSecurecookie005,securecookie,true,614
testcodeSecurecookie006,securecookie,true,614
testcodeSecurecookie007,securecookie,true,614
testcodeSecurecookie008,securecookie,true,614
testcodeSecurecookie009,securecookie,true,614
testcodeSecurecookie010,securecookie,true,614
testcodeSecurecookie011,securecookie,false,614
testcodeSecurecookie012,securecookie,false,614
testcodeSecurecookie013,securecookie,false,614
testcodeSecurecookie014,securecookie,false,614
testcodeSecurecookie015,securecookie,false,614
testcodeSecurecookie016,securecookie,false,614
testcodeSecurecookie017,securecookie,false,614
testcodeSecurecookie018,securecookie,false,614
testcodeSecurecookie019,securecookie,false,614
testcodeSecurecookie020,securecookie,false,614
testcodeRedirect001,redirect,true,601
testcodeRedirect002,redirect,true,601
testcodeRedirect003,redirect,true,601
testcodeRedirect004,redirect,true,601
testcodeRedirect005,redirect,true,601
testcodeRedirect006,redirect,true,601
testcodeRedirect007,redirect,true,601
testcodeRedirect008,redirect,true,601
testcodeRedirect009,redirect,true,601
testcodeRedirect010,redirect,true,601
testcodeRedirect011,redirect,false,601
testcodeRedirect012,redirect,false,601
testcodeRedirect013,redirect,false,601
testcodeRedirect014,redirect,false,601
testcodeRedirect015,redirect,false,601
testcodeRedirect016,redirect,false,601
testcodeRedirect017,redirect,false,601
testcodeRedirect018,redirect,false,601
testcodeRedirect019,redirect,false,601
testcodeRedirect020,redirect,false,601
testcodeFileupload001,fileupload,true,434
testcodeFileupload002,fileupload,true,434
testcodeFileupload003,fileupload,true,434
testcodeFileupload004,fileupload,true,434
testcodeFileupload005,fileupload,true,434
testcodeFileupload006,fileupload,true,434
testcodeFileupload007,fileupload,true,434
testcodeFileupload008,fileupload,true,434
testcodeFileupload009,fileupload,true,434
testcodeFileupload010,fileupload,true,434
testcodeFileupload011,fileupload,false,434
testcodeFileupload012,fileupload,false,434
testcodeFileupload013,fileupload,false,434
testcodeFileupload014,fileupload,false,434
testcodeFileupload015,fileupload,false,434
testcodeFileupload016,fileupload,false,434
testcodeFileupload017,fileupload,false,434
testcodeFileupload018,fileupload,false,434
testcodeFileupload019,fileupload,false,434
testcodeFileupload020,fileupload,false,434
testcodeTlsverify001,tlsverify,true,295
testcodeTlsverify002,tlsverify,true,295
testcodeTlsverify003,tlsverify,true,295
testcodeTlsverify004,tlsverify,true,295
testcodeTlsverify005,tlsverify,true,295
testcodeTlsverify006,tlsverify,true,295
testcodeTlsverify007,tlsverify,true,295
testcodeTlsverify008,tlsverify,true,295
testcodeTlsverify009,tlsverify,true,295
testcodeTlsverify010,tlsverify,true,295
testcodeTlsverify011,tlsverify,false,295
testcodeTlsverify012,tlsverify,false,295
testcodeTlsverify013,tlsverify,false,295
testcodeTlsverify014,tlsverify,false,295
testcodeTlsverify015,tlsverify,false,295
testcodeTlsverify016,tlsverify,false,295
testcodeTlsverify017,tlsverify,false,295
testcodeTlsverify018,tlsverify,false,295
testcodeTlsverify019,tlsverify,false,295
testcodeTlsverify020,tlsverify,false,295
