# test name,category,real vulnerability,CWE
# Vulnerable Apps Benchmark v0.1.0 (bash)
sp_net_download_no_exec,rce,false,94
sp_net_rce_save_only,rce,false,94
sp_net_ssrf_allowlist,ssrf,false,918
sp_net_ssrf_hardcoded_url,ssrf,false,918
sp_net_ssrf_scheme_check,ssrf,false,918
sp_sec_chmod_600,insecure_perms,false,732
sp_sec_no_set_x,infodisclosure,false,200
sp_sec_printf_format,cmdi,false,78
sp_sec_read_r_flag,cmdi,false,78
sp_sec_sql_integer_id,sqli,false,89
sp_sec_sudo_allowlist,cmdi,false,78
sp_sec_umask_027,insecure_perms,false,732
sp_webhook_cmdi_allowlisted,cmdi,false,78
sp_webhook_deploy_validated,cmdi,false,78
sp_webhook_hmac_sha256,weakcrypto,false,327
sp_webhook_kubectl_validated,cmdi,false,78
sp_webhook_no_eval,cmdi,false,78
sp_webhook_source_validated,codeinj,false,94
sp_webhook_sql_validated,sqli,false,89
sp_webhook_ssrf_hardcoded,ssrf,false,918
sp_webhook_tag_validated,sqli,false,89
sql_injection_check_permission,sqli,true,89
sql_injection_cleanup_days,sqli,true,89
sql_injection_db_query,sqli,true,89
sql_injection_delete_migration,sqli,true,89
sql_injection_get_deployment_status,sqli,true,89
sql_injection_get_previous_version,sqli,true,89
sql_injection_migration_data,sqli,true,89
sql_injection_push_event,sqli,true,89
sql_injection_record_config_change,sqli,true,89
sql_injection_record_deployment,sqli,true,89
sql_injection_record_health_check,sqli,true,89
sql_injection_release_event,sqli,true,89
sql_injection_validate_token,sqli,true,89
ssh_command_injection,cmdi,true,78
ssh_host_key_bypass,ssl_bypass,true,295
ssh_sudo_command_injection,cmdi,true,78
ssrf_download_backup,ssrf,true,918
ssrf_upload_backup,ssrf,true,918
strong_hash_sha256,weakcrypto,false,327
sudo_variable_command,cmdi,true,78
unquoted_array_join,unquoted,true,78
unquoted_escape_sed,unquoted,true,78
unquoted_tar_output,unquoted,true,78
weak_hash_md5,weakcrypto,true,327
weak_hash_sha1,weakcrypto,true,327
wget_no_cert_check,ssl_bypass,true,295
wget_pipe_bash,rce,true,94
